row_index,file,q_label,topology,n_points
593,philosophical_p0_seed99_none,philosophical,none,256
594,philosophical_p0_seed99_none,philosophical,none,320
595,philosophical_p0_seed99_none,philosophical,none,384
596,philosophical_p0_seed99_none,philosophical,none,448
597,philosophical_p0_seed99_none,philosophical,none,512
598,philosophical_p0_seed99_none,philosophical,none,768
599,philosophical_p0_seed99_none,philosophical,none,1024
600,philosophical_p0_seed99_none,philosophical,none,1280
601,philosophical_p0_seed99_none,philosophical,none,1536
602,philosophical_p0_seed99_none,philosophical,none,1792
603,philosophical_p0_seed99_none,philosophical,none,2048
604,philosophical_p0_seed99_none,philosophical,none,2304
605,philosophical_p0_seed99_none,philosophical,none,2560
606,philosophical_p0_seed99_none,philosophical,none,2816
607,philosophical_p0_seed99_none,philosophical,none,3072
608,philosophical_p0_seed99_none,philosophical,none,3328
609,philosophical_p0_seed99_none,philosophical,none,3584
610,philosophical_p0_seed99_none,philosophical,none,3840
611,philosophical_p0_seed99_none,philosophical,none,4096
612,philosophical_p0_seed99_none,philosophical,none,4352
613,philosophical_p0_seed99_none,philosophical,none,4608
614,philosophical_p0_seed99_none,philosophical,none,4864
615,philosophical_p0_seed99_none,philosophical,none,5120
616,philosophical_p0_seed99_none,philosophical,none,5376
617,philosophical_p0_seed99_none,philosophical,none,5632
618,philosophical_p0_seed99_none,philosophical,none,5888
619,philosophical_p0_seed99_none,philosophical,none,6144
620,philosophical_p0_seed99_none,philosophical,none,6400
621,philosophical_p0_seed99_none,philosophical,none,6656
622,philosophical_p0_seed99_none,philosophical,none,6912
623,philosophical_p0_seed99_none,philosophical,none,7168
624,philosophical_p0_seed99_none,philosophical,none,7424
625,philosophical_p0_seed99_none,philosophical,none,7680
626,philosophical_p0_seed99_none,philosophical,none,7936
627,philosophical_p0_seed99_none,philosophical,none,8192
628,philosophical_p0_seed99_none,philosophical,none,8448
629,philosophical_p0_seed99_none,philosophical,none,8704
630,philosophical_p0_seed99_none,philosophical,none,8960
631,philosophical_p0_seed99_none,philosophical,none,9216
632,philosophical_p0_seed99_none,philosophical,none,9472
633,philosophical_p0_seed99_none,philosophical,none,9728
634,philosophical_p0_seed99_none,philosophical,none,9984
635,philosophical_p0_seed99_none,philosophical,none,10000
